objectid,cdmid,title,interviewee,interviewer,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,fileid,collectionid
tchp684,684,"Kevin Jensen, Transcript",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp685,685,"Joel Baranick and Ann Petricola, Photo",,,,,,,,,University of Washington Tacoma Community History Project,,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp686,686,"Kevin Jensen, Photo",,,,,,,,,University of Washington Tacoma Community History Project,,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp687,687,"Kevin Jensen, Joel Baranick, and Ann Petricola, Research Essay",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp688,688,"Kevin Jensen, Joel Baranick, and Ann Petricola, Bibliography",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp689,689,Farming in the Time of Pandemic,"Jensen, Kevin; Petricola, Ann; Baranick, Joel","White, Nora",2020,"This project is based off of oral interviews, recorded and transcribed, with Thurston County farmers: Ann Petricola and Joel Baranick of Ellis Creek Farm and Kevin Jensen of Riverbend Ranch. The research essay explores the immediate trends seen in small farms during the first four months of the COVID-19 pandemic in Spring 2020. In a time of great uncertainty and fear, small farms across the US suddenly saw a spike in interest for direct to consumer sales while also facing processing bottlenecks and financial uncertainty. The experiences of Ellis Creek Farm and Riverbend Ranch paint a picture of small farms as safe, flexible, and community oriented sources of food and highlight some of the specific challenges they have faced during this time.","Farms, Small;Local Foods; Food Secuirty; Covid-19 (Disease), Oral History",United States—Washington (State)—Pierce County,,,University of Washington Tacoma Community History Project,chp2020-01,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp690,690,"Aida Mohajer and Ebrahimi, Research Essay",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp691,691,"Aida Mohajer, Transcript",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp692,692,"Ebrahimi, Transcript",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp693,693,"Aida Mohajer, Audio",,,,,,,,,University of Washington Tacoma Community History Project,,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp694,694,"Ebrahimi, Audio",,,,,,,,,University of Washington Tacoma Community History Project,,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp695,695,Pandemic in Her Baby Sling: The Iranian American Women's Story of Migration Traumas and Labor Hardship During 2020's COVID-19 Pandemic,"Mohajer, Aida; Ebrahimi","Omrani, Shadyar",2020,"Since COVID-19 started to become a global pandemic, it has caused personal and public traumas. Increase in unemployment rate, bankruptcy of small businesses, financial stress to the middle and working-class and the closure of many businesses which relied on people’s social activities, including the gig industry, tourism industry and restaurants, are additional traumas to the issues of health and life threats people face by the contingency of the virus. By the end of May 2020, more than 2 million Americans were confirmed COVID-19 positive, 113 thousand of whom could not survive. Amongst the most affected populations, the people of color, especially Black Americans and immigrants have been suffering most. This research focuses on immigrant working women from the Middle East, whose life journeys are filled in with several traumas, some intensified during the pandemic. This paper provides two oral history records of two Iranian American working mothers, Aida Mohajer and Mrs. Ebrahimi, who carry historical traumas experienced in two different countries with two different cultures, i.e. Iran, and the USA. The interviewees’ stories show how the experience of trauma is related to the social class and what imposed social factors beyond choice can determine the class and different approaches to traumas.",COVID-19 (Disease); Iranian American women; single mothers; immigrants; precarious employment; oral history,United States—Washington (State)—Tacoma; United States—Washington (State)—Seattle; United States—Washington (State)—Kirkland,,,University of Washington Tacoma Community History Project,chp2020-03,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp696,696,"Zakariyya Alim and Mary Thompson, Research Essay",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp697,697,"Zakariyya Alim, Audio",,,,,,,,,University of Washington Tacoma Community History Project,,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp698,698,"Zakariyya Alim, Transcript",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp699,699,"Mary Thompson, Transcript",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,Covid 19- The resilience of everyday People,"Alim, Zakariyya; Thompson, Mary","Krause, Gudrun",2020,"Polio, Scarlet fever, Spanish fly, H1N1, Whooping cough, HIV, and now Covid-19 to name just a few pandemics that haunted the USA. All of them spread death and misery throughout the population. This essay takes a look at ordinary people and how they dealt with natural and man- made crises during their lifetime and how they are coping now with the threat of Covid-19. Two people are interviewed for this project, an African American man from Baltimore MD and a White American woman with Scottish heritage from a rural area in WA State. Due to a historic turn of the event, the conclusion is looking into the equal rights protests that are going on all over the country and the world.		Germany; United States—Maryland—Baltimore; United States—Washington (State)—Yelm	Fort Lewis (Wash.)		African Americans; Civil Rights Activists; Educational Institutions; Family Histories; Government Officials; Military Institutions; Women	World War, 1939-1945; Covid-19 (Disease), Oral History		Oral History		sound			Tacoma Community History Project	University of Washington Tacoma	Tacoma Community History Project	chp2020-02	Original project can be viewed at the UW Tacoma Library		http://rightsstatements.org/page/InC-EDU/1.0/?language=en			uw tacoma digital collections		UW Tacoma Digital Collections					2021-03-19	2021-03-19	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/700	700	824.cpd	/tacomacomm/image/824.cpd",,,,,University of Washington Tacoma Community History Project,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
,,,,,,,,,,,,,,,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
